	type	stat	multiplier	element	target	playerCost	rarity	EN	damage	condition	upgradeable	AI	weight	exhaust	retain	armor	gfx	draw	energy_gain	FR	DE	ES	BR	CN	JP	RU
Corruption	Attack	power	2	Dark	opponent	1	22	Corruption{desc}Deal {dmg} damage. Add a Curse to your Draw pile.	Dark		1	0	2	0	0	0	darkCore			Corruption{desc}Inflige {dmg} point(s) de dégâts. Ajoute une carte Malédiction à ta pioche.	Verderbnis{desc}Verursache {dmg} Schaden. Füge 1 Fluch deinem Nachziehstapel hinzu.	Corrupción{desc}Inflige {dmg} punto(s) de daño. Añade 1 carta de Maldición a tu mazo.	Corrupção{desc}Causa {dmg} de dano. Adiciona 1 Maldição à sua pilha de compras.	暗影腐败{desc}造成{dmg}点暗黑伤害。添加一张诅咒牌至抽牌堆中。	腐敗{desc}{dmg}やみダメージを与える。山札に「呪い」が1枚追加される。	Порча{desc}Наносит {dmg} урона. Добавляет 1 карту Проклятие в вашу колоду.
Corruption+	Attack	power	3	Dark	opponent	1	23	Corruption+{desc}Deal {dmg} damage. Add a Curse to your Draw pile.	Dark		0	0	2	0	0	0	darkCore			Corruption+{desc}Inflige {dmg} point(s) de dégâts. Ajoute une carte Malédiction à ta pioche.	Verderbnis+{desc}Verursache {dmg} Schaden. Füge 1 Fluch deinem Nachziehstapel hinzu.	Corrupción+{desc}Inflige {dmg} punto(s) de daño. Añade 1 carta de Maldición a tu mazo.	Corrupção+{desc}Causa {dmg} de dano. Adiciona 1 Maldição à sua pilha de compras.	暗影腐败+{desc}造成{dmg}点暗黑伤害。添加一张诅咒牌至抽牌堆中。	腐敗+{desc}{dmg}やみダメージを与える。山札に「呪い」が1枚追加される。	Порча+{desc}Наносит {dmg} урона. Добавляет 1 карту Проклятие в вашу колоду.
																										
								// Missingno cards																		
Dark Ritual Ray	Skill			Dark	opponents	1	99	Dark Ritual: Ray{desc}Fires a ray of dark energy at all enemies reducing their HP to 1.			0	1	0.5	0	0	0	none			Sombre rituel : rayon{desc}Tire un rayon d'énergie des ténèbres sur tous les ennemis et réduit leurs PV à 1.	Dunkles Ritual: Strahl{desc}Feuere einen Strahl aus Dunkler Energie auf alle Gegner, der ihre LP auf 1 senkt.	Ritual Siniestro: Rayo{desc}Dispara un rayo de energía oscura a todos los enemigos y reduce sus PS a 1.	Ritual Macabro: Raio{desc}Dispara um raio de energia Sombria em todos os inimigos, reduzindo o PV deles para 1.	暗黑仪式：射线{desc}向所有敌人发射一道暗黑能源，使他们的生命值降低到 1。	闇の儀式：光線{desc}敵全体に闇のエネルギー光線を放ち、HPを1にする。	Ритуал: Луч{desc}Выпускает луч темной энергии по всем врагам, сокращая их ОЗ до 1.
Dark Ritual Minions	Skill			Dark	opponents	1	99	Dark Ritual: Minions{desc}Summon two minions.			0	1	0.5	0	0	0	none			Sombre rituel : sbires{desc}Invoque 2 sbires.	Dunkles Ritual: Gehilfen{desc}Beschwöre 2 Gehilfen.	Ritual Siniestro: Esbirros{desc}Invoca a dos esbirros.	Ritual Macabro: Lacaios.{desc}Convoca dois lacaios.	暗黑仪式：仆从{desc}召唤 2 个仆从。	闇の儀式：子分{desc}2体の子分を召喚する。	Ритуал: Миньоны{desc}Вызывает двух миньонов.
Dark Ritual Curse	Skill			Dark	opponents	1	99	Dark Ritual: Curse{desc}Shuffle two Curse cards into the opponent's deck.			0	1	0.5	0	0	0	none			Sombre rituel : malédiction{desc}Place 2 cartes Malédiction dans le deck de l'adversaire.	Dunkles Ritual: Fluch{desc}Mische 2 Fluchkarten in das Deck des Gegners.	Ritual Siniestro: Maldición{desc}Añade dos cartas Maldición al mazo del rival.	Ritual Macabro: Maldição{desc}Embaralha duas cartas de maldição no baralho do oponente.	暗黑仪式：诅咒{desc}将 2 张诅咒牌洗入对手的卡组。	闇の儀式：呪い{desc}「呪い」カードを2枚シャッフルして相手のデッキに入れる。	Ритуал: Проклятие{desc}Добавляет две карты Проклятия в колоду оппонента.
																										
	type	stat	multiplier	element	target	playerCost	rarity	EN	damage	condition	upgradeable	AI	weight	exhaust	retain	armor	gfx	draw	energy_gain							
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										

	type	stat	multiplier	element	target	playerCost	rarity	EN	damage	condition	upgradeable	AI	weight	exhaust	retain	armor	gfx	draw	energy_gain	FR	DE	ES	BR	CN	JP	
																										
																										
Mind Spike	Attack	power	1	Psychic	opponent	1	1	Mind Spike{desc}Deal {dmg} Psychic damage. ^Remove 1 Armor.	Psychic		1	1	1	1	0	1	mindSpike			Force mentale{desc}Inflige {dmg} point(s) de dégâts psychiques. ^Réduit l'armure de 1.	Geistesblitz{desc}Verursache {dmg} Psychoschaden. ^Entferne 1 Rüstung.	Púa Mental{desc}Inflige {dmg} punto(s) de daño psíquico.^Elimina 1 punto de Armadura.	Pico Mental{desc}Causa {dmg} de dano Paranormal. ^Remove 1 de Armadura.	精神尖刺{desc}造成{dmg}点超自然伤害。^解除 1 点防御。	マインドスパイク{desc}{dmg}エスパーダメージを与える。^アーマーを1減らす。	Острие разума{desc}Наносит {dmg} магического урона. ^Снимает 1 броню.
Mind Spike+	Attack	power	2	Psychic	opponent	1	2	Mind Spike+{desc}Deal {dmg} Psychic damage. ^Remove 1 Armor.	Psychic		0	1	1	1	0	1	mindSpike			Force mentale+{desc}Inflige {dmg} point(s) de dégâts psychiques. ^Réduit l'armure de 1.	Geistesblitz+{desc}Verursache {dmg} Psychoschaden. ^Entferne 1 Rüstung.	Púa Mental +{desc}Inflige {dmg} punto(s) de daño psíquico.^Elimina 1 punto de Armadura.	Pico Mental+{desc}Causa {dmg} de dano Paranormal. ^Remove 1 de Armadura.	精神尖刺+{desc}造成 {dmg} 点超自然伤害。^解除 1 点防御。	マインドスパイク+{desc}{dmg}エスパーダメージを与える。^アーマーを1減らす。	Острие разума+{desc}Наносит {dmg} магического урона. ^Снимает 1 броню.
Mind Blast	Attack	power	1	Psychic	opponents	2	2	Mind Blast{desc}Deal {dmg} Psychic damage to all enemies.	Psychic		1	1	1	0	0	0	mindBlast			Explosion mentale{desc}Inflige {dmg} point(s) de dégâts psychiques à tous les ennemis.	Gedankenschlag{desc}Verursache {dmg} Psychoschaden bei allen Gegnern.	Explosión Mental{desc}Inflige {dmg} punto(s) de daño psíquico a todos los enemigos.	Impacto Mental{desc}Causa {dmg} de dano Paranormal a todos os inimigos.	精神爆发{desc}对所有敌人造成{dmg}点超自然伤害。	マインドブラスト{desc}敵全体に{dmg}エスパーダメージを与える。	Взрыв разума{desc}Наносит {dmg} магического урона всем врагам.
Mind Blast+	Attack	power	2	Psychic	opponents	2	3	Mind Blast+{desc}Deal {dmg} Psychic damage to all enemies.	Psychic		0	1	1	0	0	0	mindBlast			Explosion mentale+{desc}Inflige {dmg} point(s) de dégâts psychiques à tous les ennemis.	Gedankenschlag+{desc}Verursache {dmg} Psychoschaden bei allen Gegnern.	Explosión Mental +{desc}Inflige {dmg} punto(s) de daño psíquico a todos los enemigos.	Impacto Mental+{desc}Causa {dmg} de dano Paranormal a todos os inimigos.	精神爆发+{desc}对所有敌人造成 {dmg} 点超自然伤害。	マインドブラスト+{desc}敵全体に{dmg}エスパーダメージを与える。	Взрыв разума+{desc}Наносит {dmg} магического урона всем врагам.
Premonition	Skill			Psychic	player	1	1	Premonition{desc}Draw until you have six cards in your hand.			1	0	0.5	1	0	0	darkSmoke	1		Prémonition{desc}Pioche jusqu'à avoir 6 cartes en main.	Vorahnung{desc}Ziehe so lange Karten nach, bis du 6 Karten auf der Hand hast.	Presagio{desc}Roba cartas hasta que tengas seis en la mano.	Premonição{desc}Compra até ter seis cartas na mão.	预感{desc}持续抽牌，直到手中有 6 张牌。	胸騒ぎ{desc}手札が6枚になるまでカードを引く。	Предчувствие{desc}Вытягивайте карты до тех пор, пока в руке не окажется шесть карт.
Premonition+	Skill			Psychic	player	1	2	Premonition+{desc}Draw until you have nine cards in your hand.			0	0	0.5	1	0	0	darkSmoke	2		Prémonition+{desc}Pioche jusqu'à avoir 9 cartes en main.	Vorahnung+{desc}Ziehe so lange Karten nach, bis du 9 Karten auf der Hand hast.	Presagio +{desc}Roba cartas hasta que tengas nueve en la mano.	Premonição+{desc}Compra até ter nove cartas na mão.	预感+{desc}持续抽牌，直到手中有 9 张牌。	胸騒ぎ+{desc}手札が9枚になるまでカードを引く。	Предчувствие+{desc}Вытягивайте карты до тех пор, пока в руке не окажется девять карт.
Open Mind	Skill			Psychic	player	0	1	Open Mind{desc}Gain 1 Energy. 			1	0	0.5	1	0	0	darkSmoke		1	Ouverture d'esprit{desc}Gagne 1 point d'énergie.	Aufgeschlossen{desc}Erhalte 1 Energie.	Mente Abierta{desc}Obtienes 1 punto de energía.	Mente Aberta{desc}Recebe 1 de Energia.	开放思维{desc}获得 1 点能源。	オープンマインド{desc}エネルギーを1獲得する。	Открытый разум{desc}Получите 1 энергию.
Open Mind+	Skill			Psychic	player	0	2	Open Mind+{desc}Gain 2 Energy. 			0	0	0.5	1	0	0	darkSmoke		2	Ouverture d'esprit+{desc}Gagne 2 points d'énergie.	Aufgeschlossen+{desc}Erhalte 2 Energie.	Mente Abierta +{desc}Obtienes 2 puntos de energía.	Mente Aberta+{desc}Recebe 2 de Energia.	开放思维+{desc}获得 2 点能源。	オープンマインド+{desc}エネルギーを2獲得する。	Открытый разум+{desc}Получите 2 энергии.
Enlighten	Skill			Psychic	player	1	3	Enlighten{desc}Double your Energy. 			1	0	0.5	1	0	0	yellowCircle			Illumination{desc}Double ton énergie.	Erleuchtung{desc}Verdopple deine Energie.	Iluminación{desc}Duplica tu energía.	Iluminação{desc}Duplica sua Energia.	启迪{desc}使你的能源加倍。	啓蒙{desc}エネルギーが2倍になる。	Прозрение{desc}Удваивает вашу энергию.
Enlighten+	Skill			Psychic	player	1	4	Enlighten+{desc}Triple your Energy. 			0	0	0.5	1	0	0	yellowCircle			Illumination+{desc}Triple ton énergie.	Erleuchtung+{desc}Verdreifache deine Energie.	Iluminación +{desc}Triplica tu energía.	Iluminação+{desc}Triplica sua Energia.	启迪+{desc}使你的能源变为三倍。	啓蒙+{desc}エネルギーが3倍になる。	Прозрение+{desc}Утраивает вашу энергию.
Calm Spirit	Skill			Psychic	opponent	1	1	Calm Spirit{desc}Apply 1 [color=#5343EE]Calm[/color]. ^Remove 1 Armor. ^Draw one card.		Calm:1	1	1	0.5	0	0	1	pinkMulti	1		Apaisement{desc}Applique 1 effet [color=#5343EE]Calme[/color]. ^Réduit l'armure de 1. ^Pioche une carte.	Ruhiger Geist{desc}Bewirke 1 [color=#5343EE]Stille[/color]. ^Entferne 1 Rüstung. ^Ziehe 1 Karte.	Espíritu Tranquilo{desc}Provoca 1 acumulación de [color=#5343EE]Calma[/color].^Elimina 1 punto de Armadura.^Roba una carta.	Espírito Calmo{desc}Aplica 1 de [color=#5343EE]Calmaria[/color]. ^Remove 1 de Armadura. ^Compra uma carta.	镇静之魂{desc}施加 1 点[color=#5343EE]镇静[/color]。^解除 1 点防御。^抽 1 张牌。	精神統一{desc}[color=#5343EE]平静[/color]を1付与する。^アーマーを1減らす。^カードを1枚引く。	Успокоение{desc}Добавляет 1 [color=#5343EE]Покоя[/color]. Снимает 1 броню. Получите одну карту.
Calm Spirit+	Skill			Psychic	opponent	1	2	Calm Spirit+{desc}Apply 2 [color=#5343EE]Calm[/color]. ^Remove 2 Armor. ^Draw two cards.		Calm:2	0	1	0.5	0	0	2	pinkMulti	2		Apaisement+{desc}Applique 2 effets [color=#5343EE]Calme[/color]. ^Réduit l'armure de 2. ^Pioche 2 cartes.	Ruhiger Geist+{desc}Bewirke 2 [color=#5343EE]Stille[/color]. ^Entferne 2 Rüstung. ^Ziehe 2 Karten.	Espíritu Tranquilo +{desc}Provoca 2 acumulaciones de [color=#5343EE]Calma[/color].^Elimina 2 puntos de Armadura.^Roba dos cartas.	Espírito Calmo+{desc}Aplica 2 de [color=#5343EE]Calmaria[/color]. ^Remove 2 de Armadura. ^Compra duas cartas.	镇静之魂+{desc}施加 2 点[color=#5343EE]镇静[/color]。^解除 2 点防御。^抽 2 张牌。	精神統一+{desc}[color=#5343EE]平静[/color]を2付与する。^アーマーを2減らす。^カードを2枚引く。	Успокоение+{desc}Добавляет +2 [color=#5343EE]Покоя[/color]. Снимает 2 брони. Получите две карты.
Intangible	Skill			Psychic	ally	2	2	Intangible{desc}Apply 1 [color=#5343EE]Intangible[/color].		Intangible:1	1	1	0.5	0	0	0	intangible			Intangible{desc}Applique 1 effet [color=#5343EE]Intangible[/color].	Unberührbar{desc}Bewirke 1 [color=#5343EE]Unberührbar[/color].	Intocable{desc}Provoca 1 acumulación de [color=#5343EE]Intocable[/color].	Intangível{desc}Aplica 1 de [color=#5343EE]Intangível[/color].	无形{desc}施加 1 点[color=#5343EE]无形[/color]。	無形{desc}[color=#5343EE]無形[/color]を1付与する。	Фантом{desc}Добавляет 1 [color=#5343EE]Фантом[/color].
Intangible+	Skill			Psychic	ally	1	3	Intangible+{desc}Apply 1 [color=#5343EE]Intangible[/color].		Intangible:1	0	1	0.5	0	0	0	intangible			Intangible+{desc}Applique 1 effet [color=#5343EE]Intangible[/color].	Unberührbar+{desc}Bewirke 1 [color=#5343EE]Unberührbar[/color].	Intocable +{desc}Provoca 1 acumulación de [color=#5343EE]Intocable[/color].	Intangível+{desc}Aplica 1 de [color=#5343EE]Intangível[/color].	无形+{desc}施加 1 点[color=#5343EE]无形[/color]。	無形+{desc}[color=#5343EE]無形[/color]を1付与する。	Фантом+{desc}Добавляет 1 [color=#5343EE]Фантом[/color].
Divination	Skill			Psychic	player	1	1	Divination{desc}Start your next turn with 1 extra Energy.			1	0	0.5	0	0	0	pinkColumn			Divination{desc}Commence ton prochain tour avec 1 point d'énergie en plus.	Weissagung{desc}Starte deinen nächsten Zug mit 1 Energie zusätzlich.	Adivinación{desc}Comienzas el siguiente turno con 1 punto de energía adicional.	Adivinhação{desc}Começa seu próximo turno com 1 de Energia extra.	占卜{desc}下一回合开始时，获得 1 点额外能源。	予知{desc}次のターン開始時、エネルギーが1追加される。	Ворожба{desc}Начните следующий ход с 1 дополнительной энергией.
Divination+	Skill			Psychic	player	1	2	Divination+{desc}Start your next turn with 2 extra Energy.			0	0	0.5	0	0	0	pinkColumn			Divination+{desc}Commence ton prochain tour avec 2 points d'énergie en plus.	Weissagung+{desc}Starte deinen nächsten Zug mit 2 Energie zusätzlich.	Adivinación +{desc}Comienzas el siguiente turno con 2 puntos de energía adicional.	Adivinhação+{desc}Começa seu próximo turno com 2 de Energia extra.	占卜+{desc}下一回合开始时，获得 2 点额外能源。	予知+{desc}次のターン開始時、エネルギーが2追加される。	Ворожба+{desc}Начните следующий ход с 2 дополнительными энергиями.
Mentalist	Skill			Psychic	player	1	2	Mentalist{desc}Draw two Skill cards from your draw or discard pile.			1	0	0.5	1	0	0	twinRose	Skill:2		Mentalisme{desc}Pioche 2 cartes Compétence dans ta pioche ou ta défausse.	Mentalist{desc}Ziehe 2 Fähigkeitskarten von deinem Nachzieh- oder Ablagestapel.	Mentalista{desc}Roba dos cartas de habilidad del mazo o la pila de descartes.	Mentalista{desc}Compra duas cartas de habilidade da sua pilha de compras ou de descarte.	心理学家{desc}从抽牌堆或弃牌堆中抽 2 张技能牌。	メンタリスト{desc}山札か捨て札から、「スキル」カードを2枚引く。	Менталист{desc}Получите две карты Навыка из вашей колоды или стопки сброса.
Mentalist+	Skill			Psychic	player	1	3	Mentalist+{desc}Draw three Skill cards from your draw or discard pile.			0	0	0.5	1	0	0	twinRose	Skill:3		Mentalisme+{desc}Pioche 3 cartes Compétence dans ta pioche ou ta défausse.	Mentalist+{desc}Ziehe 3 Fähigkeitskarten von deinem Nachzieh- oder Ablagestapel.	Mentalista +{desc}Roba tres cartas de habilidad del mazo o la pila de descartes.	Mentalista+{desc}Compra três cartas de habilidade da sua pilha de compras ou de descarte.	心理学家+{desc}从抽牌堆或弃牌堆中抽 3 张技能牌。	メンタリスト+{desc}山札か捨て札から、「スキル」カードを3枚引く。	Менталист+{desc}Получите три карты Навыка из вашей колоды или стопки сброса.
Meditate	Skill			Psychic	player	0	1	Meditate{desc}Draw one card.			1	0	0.5	1	0	0	twinPink	1		Méditation{desc}Pioche une carte.	Meditieren{desc}Ziehe 1 Karte.	Meditación{desc}Roba una carta.	Meditar{desc}Compra uma carta.	冥思{desc}抽 1 张牌。	瞑想{desc}カードを1枚引く。	Медитация{desc}Получите одну карту.
